0,Rank,Song,Artist,Year
4434,34,whatcha say,jason derulo,2009
4435,35,lovegame,lady gaga,2009
4436,36,waking up in vegas,katy perry,2009
4437,37,birthday sex,jeremih,2009
4438,38,sober,pink,2009
4439,39,womanizer,britney spears,2009
4440,40,whatever you like,ti,2009
4441,41,obsessed,mariah carey,2009
4442,42,mad,neyo,2009
4443,43,good girls go bad,cobra starship featuring leighton meester,2009
4444,44,love lockdown,kanye west,2009
4445,45,so what,pink,2009
4446,46,hotel room service,pitbull,2009
4447,47,crack a bottle,eminem dr dre and 50 cent,2009
4448,48,if i were a boy,beyonce,2009
4449,49,turnin me on,keri hilson featuring lil wayne,2009
4450,50,i hate this part,pussycat dolls,2009
4451,51,gotta be somebody,nickelback,2009
4452,52,please dont leave me,pink,2009
4453,53,paparazzi,lady gaga,2009
4454,54,beautiful,akon featuring colby odonis and kardinal offishall,2009
4455,55,viva la vida,coldplay,2009
4456,56,right now na na na,akon,2009
4457,57,battlefield,jordin sparks,2009
4458,58,sugar,flo rida featuring wynter gordon,2009
4459,59,miss independent,neyo,2009
4460,60,fireflies,owl city,2009
4461,61,new divide,linkin park,2009
4462,62,empire state of mind,jayz and alicia keys,2009
4463,63,no surprise,daughtry,2009
4464,64,she wolf,shakira,2009
4465,65,break up,mario featuring gucci mane and sean garrett,2009
4466,66,sweet dreams,beyonce,2009
4467,67,every girl,young money,2009
4468,68,fallin for you,colbie caillat,2009
4469,69,untouched,the veronicas,2009
4470,70,if today was your last day,nickelback,2009
4471,71,throw it in the bag,fabolous featuring thedream,2009
4472,72,love drunk,boys like girls,2009
4473,73,i love college,asher roth,2009
4474,74,if u seek amy,britney spears,2009
4475,75,big green tractor,jason aldean,2009
4476,76,white horse,taylor swift,2009
4477,77,disturbia,rihanna,2009
4478,78,21 guns,green day,2009
4479,79,turn my swag on,soulja boy tell em,2009
4480,80,rockin that thang,thedream,2009
4481,81,chicken fried,zac brown band,2009
4482,82,diva,beyonce,2009
4483,83,replay,iyaz,2009
4484,84,then,brad paisley,2009
4485,85,her diamonds,rob thomas,2009
4486,86,how do you sleep,jesse mccartney featuring ludacris,2009
4487,87,3,britney spears,2009
4488,88,forever,drake featuring kanye west lil wayne and eminem,2009
4489,89,one time,justin bieber,2009
4490,90,i run to you,lady antebellum,2009
4491,91,i do not hook up,kelly clarkson,2009
4492,92,green light,john legend featuring andre 3000,2009
4493,93,people are crazy,billy currington,2009
4494,94,whatever it is,zac brown band,2009
4495,95,already gone,kelly clarkson,2009
4496,96,goodbye,kristinia debarge,2009
4497,97,say hey i love you,michael franti  spearhead featuring cherine anderson,2009
4498,98,pop champagne,jim jones featuring ron browz and juelz santana,2009
4499,99,pretty wings,maxwell,2009
4500,100,never say never,the fray,2009
4501,1,tik tok,keha,2010
4502,2,need you now,lady antebellum,2010
4503,3,hey soul sister,train,2010
4504,4,california gurls,katy perry featuring snoop dogg,2010
4505,5,omg,usher featuring william,2010
4506,6,airplanes,bob featuring hayley williams,2010
4507,7,love the way you lie,eminem featuring rihanna,2010
4508,8,bad romance,lady gaga,2010
4509,9,dynamite,taio cruz,2010
4510,10,break your heart,taio cruz featuring ludacris,2010
4511,11,nothin on you,bob featuring bruno mars,2010
4512,12,i like it,enrique iglesias featuring pitbull,2010
4513,13,bedrock,young money featuring lloyd,2010
4514,14,in my head,"jason der""ulo",2010
4515,15,rude boy,rihanna,2010
4516,16,telephone,lady gaga featuring beyonce,2010
4517,17,teenage dream,katy perry,2010
4518,18,just the way you are,bruno mars,2010
4519,19,cooler than me,mike posner,2010
4520,20,imma be,the black eyed peas,2010
4521,21,empire state of mind,jayz and alicia keys,2010
4522,22,dj got us fallin in love,usher featuring pitbull,2010
4523,23,billionaire,travie mccoy featuring bruno mars,2010
4524,24,not afraid,eminem,2010
4525,25,replay,iyaz,2010
4526,26,sexy bitch,david guetta featuring akon,2010
4527,27,breakeven,the script,2010
4528,28,your love is my drug,keha,2010
4529,29,i gotta feeling,the black eyed peas,2010
4530,30,fireflies,owl city,2010
4531,31,say aah,trey songz featuring fabolous,2010
4532,32,find your love,drake,2010
4533,33,alejandro,lady gaga,2010
4534,34,ridin solo,"jason der""ulo",2010
4535,35,just a dream,nelly,2010
4536,36,how low,ludacris,2010
4537,37,like a g6,far east movement featuring the cataracs and dev,2010
4538,38,carry out,timbaland featuring justin timberlake,2010
4539,39,havent met you yet,michael buble,2010
4540,40,club cant handle me,flo rida featuring david guetta,2010
4541,41,down,jay sean featuring lil wayne,2010
4542,42,bulletproof,la roux,2010
4543,43,whatcha say,"jason der""ulo",2010
4544,44,baby,justin bieber featuring ludacris,2010
4545,45,whataya want from me,adam lambert,2010
4546,46,mine,taylor swift,2010
4547,47,only girl in the world,rihanna,2010
4548,48,live like were dying,allen kriskris allen,2010
4549,49,hard,rihanna featuring jeezy,2010
4550,50,young forever,jayz featuring mr hudson,2010
4551,51,blah blah blah,keha featuring 3oh3,2010
4552,52,bottoms up,trey songz featuring nicki minaj,2010
4553,53,do you remember,jay sean featuring sean paul and lil jon,2010
4554,54,all the right moves,onerepublic,2010
4555,55,according to you,orianthi,2010
4556,56,my chick bad,ludacris featuring nicki minaj,2010
4557,57,you belong with me,taylor swift,2010
4558,58,meet me halfway,the black eyed peas,2010
4559,59,take it off,keha,2010
4560,60,over,drake,2010
4561,61,animal,neon trees,2010
4562,62,misery,maroon 5,2010
4563,63,magic,bob featuring rivers cuomo,2010
4564,64,paparazzi,lady gaga,2010
4565,65,tie me down,new boyz featuring ray j,2010
4566,66,your love,nicki minaj,2010
4567,67,party in the usa,miley cyrus,2010
4568,68,deuces,chris brown featuring tyga and kevin mccall,2010
4569,69,3,britney spears,2010
4570,70,impossible,shontelle,2010
4571,71,forever,drake featuring kanye west lil wayne and eminem,2010
4572,72,two is better than one,boys like girls featuring taylor swift,2010
4573,73,my first kiss,3oh3 featuring keha,2010
4574,74,already gone,kelly clarkson,2010
4575,75,rock that body,the black eyed peas,2010
4576,76,secrets,onerepublic,2010
4577,77,naturally,selena gomez  the scene,2010
4578,78,unthinkable im ready,alicia keys,2010
4579,79,all i do is win,dj khaled featuring tpain ludacris snoop dogg and rick ross,2010
4580,80,i made it cash money heroes,kevin rudolf featuring birdman jay sean and lil wayne,2010
4581,81,stuck like glue,sugarland,2010
4582,82,hey daddy daddys home,usher featuring plies,2010
4583,83,there goes my baby,usher,2010
4584,84,today was a fairytale,taylor swift,2010
4585,85,say something,timbaland featuring drake,2010
4586,86,sweet dreams,beyonce,2010
4587,87,use somebody,kings of leon,2010
4588,88,undo it,carrie underwood,2010
4589,89,eenie meenie,sean kingston and justin bieber,2010
4590,90,right above it,lil wayne featuring drake,2010
4591,91,the house that built me,miranda lambert,2010
4592,92,if i die young,the band perry,2010
4593,93,the only exception,paramore,2010
4594,94,american honey,lady antebellum,2010
4595,95,king of anything,sara bareilles,2010
4596,96,life after you,daughtry,2010
4597,97,smile,uncle kracker,2010
4598,98,teach me how to dougie,cali swag district,2010
4599,99,try sleeping with a broken heart,alicia keys,2010
4600,100,lover lover,jerrod niemann,2010
4601,1,rolling in the deep,adele,2011
4602,2,party rock anthem,lmfao featuring lauren bennett and goonrock,2011
4603,3,firework,katy perry,2011
4604,4,et,katy perry featuring kanye west,2011
4605,5,give me everything,pitbull featuring neyo afrojack and nayer,2011
4606,6,grenade,bruno mars,2011
4607,7,fuck you,cee lo green,2011
4608,8,super bass,nicki minaj,2011
4609,9,moves like jagger,maroon 5 featuring christina aguilera,2011
4610,10,just cant get enough,the black eyed peas,2011
4611,11,on the floor,jennifer lopez featuring pitbull,2011
4612,12,sm,rihanna,2011
4613,13,pumped up kicks,foster the people,2011
4614,14,last friday night tgif,katy perry,2011
4615,15,just the way you are,bruno mars,2011
4616,16,tonight im lovin you,enrique iglesias featuring ludacris and dj frank e,2011
4617,17,raise your glass,pink,2011
4618,18,born this way,lady gaga,2011
4619,19,fuckin perfect,pink,2011
4620,20,whats my name,rihanna featuring drake,2011
4621,21,look at me now,chris brown featuring lil wayne and busta rhymes,2011
4622,22,down on me,jeremih featuring 50 cent,2011
4623,23,how to love,lil wayne,2011
4624,24,someone like you,adele,2011
4625,25,good life,onerepublic,2011
4626,26,the lazy song,bruno mars,2011
4627,27,till the world ends,britney spears,2011
4628,28,the show goes on,lupe fiasco,2011
4629,29,the edge of glory,lady gaga,2011
4630,30,we r who we r,keha,2011
4631,31,black and yellow,wiz khalifa,2011
4632,32,tonight tonight,hot chelle rae,2011
4633,33,blow,keha,2011
4634,34,lighters,bad meets evil featuring bruno mars,2011
4635,35,if i die young,the band perry,2011
4636,36,stereo hearts,gym class heroes featuring adam levine,2011
4637,37,the time dirty bit,the black eyed peas,2011
4638,38,coming home,diddy  dirty money featuring skylar grey,2011
4639,39,hey baby drop it to the floor,pitbull featuring tpain,2011
4640,40,only girl in the world,rihanna,2011
4641,41,6 foot 7 foot,lil wayne featuring cory gunz,2011
4642,42,just a kiss,lady antebellum,2011
4643,43,dirt road anthem,jason aldean,2011
4644,44,dynamite,taio cruz,2011
4645,45,no hands,waka flocka flame featuring wale and roscoe dash,2011
4646,46,i wanna go,britney spears,2011
4647,47,im on one,dj khaled featuring drake rick ross and lil wayne,2011
4648,48,you make me feel,cobra starship featuring sabi,2011
4649,49,yeah 3x,chris brown,2011
4650,50,moment 4 life,nicki minaj featuring drake,2011
4651,51,i need a doctor,dr dre featuring eminem and skylar grey,2011
4652,52,just a dream,nelly,2011
4653,53,motivation,kelly rowland featuring lil wayne,2011
4654,54,stereo love,edward maya featuring vika jigulina,2011
4655,55,jar of hearts,christina perri,2011
4656,56,roll up,wiz khalifa,2011
4657,57,sexy and i know it,lmfao,2011
4658,58,rocketeer,far east movement featuring ryan tedder,2011
4659,59,all of the lights,kanye west featuring rihanna,2011
4660,60,hold it against me,britney spears,2011
4661,61,more,usher,2011
4662,62,what the hell,avril lavigne,2011
4663,63,written in the stars,tinie tempah featuring eric turner,2011
4664,64,bottoms up,trey songz featuring nicki minaj,2011
4665,65,dj got us fallin in love,usher featuring pitbull,2011
4666,66,for the first time,the script,2011
4667,67,honey bee,blake shelton,2011
4668,68,dont you wanna stay,jason aldean featuring kelly clarkson,2011
4669,69,we found love,rihanna featuring calvin harris,2011
4670,70,pretty girl rock,keri hilson,2011
4671,71,"yo""u and i",lady gaga,2011
4672,72,like a g6,far east movement featuring the cataracs and dev,2011
4673,73,without you,david guetta featuring usher,2011
4674,74,back to december,taylor swift,2011
4675,75,teenage dream,katy perry,2011
4676,76,crazy girl,eli young band,2011
4677,77,cheers drink to that,rihanna,2011
4678,78,who says,selena gomez  the scene,2011
4679,79,barefoot blue jean night,jake owen,2011
4680,80,knee deep,zac brown band featuring jimmy buffett,2011
4681,81,country girl shake it for me,luke bryan,2011
4682,82,remind me,brad paisley and carrie underwood,2011
4683,83,in the dark,dev,2011
4684,84,backseat,new boyz featuring the cataracs and dev,2011
4685,85,headlines,drake,2011
4686,86,best thing i never had,beyonce,2011
4687,87,dont wanna go home,jason derulo,2011
4688,88,where them girls at,david guetta featuring flo rida and nicki minaj,2011
4689,89,she aint you,chris brown,2011
4690,90,take a back road,rodney atkins,2011
4691,91,please dont go,mike posner,2011
4692,92,sure thing,miguel,2011
4693,93,price tag,jessie j featuring bob,2011
4694,94,god gave me you,blake shelton,2011
4695,95,she will,lil wayne featuring drake,2011
4696,96,are you gonna kiss me or not,thompson square,2011
4697,97,animal,neon trees,2011
4698,98,you and tequila,kenny chesney featuring grace potter,2011
4699,99,colder weather,zac brown band,2011
4700,100,my last,big sean featuring chris brown,2011
4701,1,somebody that i used to know,gotye featuring kimbra,2012
4702,2,call me maybe,carly rae jepsen,2012
4703,3,we are young,fun featuring janelle mon'ae,2012
4704,4,payphone,maroon 5 featuring wiz khalifa,2012
4705,5,lights,ellie goulding,2012
4706,6,glad you came,the wanted,2012
4707,7,stronger what doesnt kill you,kelly clarkson,2012
4708,8,we found love,rihanna featuring calvin harris,2012
4709,9,starships,nicki minaj,2012
4710,10,what makes you beautiful,one direction,2012
4711,11,wild ones,flo rida featuring sia,2012
4712,12,set fire to the rain,adele,2012
4713,13,sexy and i know it,lmfao,2012
4714,14,some nights,fun,2012
4715,15,wide awake,katy perry,2012
4716,16,good feeling,flo rida,2012
4717,17,whistle,flo rida,2012
4718,18,one more night,maroon 5,2012
4719,19,drive by,train,2012
4720,20,the motto,drake featuring lil wayne,2012
4721,21,where have you been,rihanna,2012
4722,22,everybody talks,neon trees,2012
4723,23,take care,drake featuring rihanna,2012
4724,24,titanium,david guetta featuring sia,2012
4725,25,i wont give up,jason mraz,2012
4726,26,it will rain,bruno mars,2012
4727,27,mercy,kanye west big sean pusha t and 2 chainz,2012
4728,28,boyfriend,justin bieber,2012
4729,29,party rock anthem,lmfao featuring lauren bennett and goonrock,2012
4730,30,too close,alex clare,2012
4731,31,part of me,katy perry,2012
4732,32,young wild  free,snoop dogg and wiz khalifa featuring bruno mars,2012
4733,33,we are never ever getting back together,taylor swift,2012
4734,34,as long as you love me,justin bieber featuring big sean,2012
4735,35,turn me on,david guetta featuring nicki minaj,2012
4736,36,moves like jagger,maroon 5 featuring christina aguilera,2012
4737,37,blow me one last kiss,pink,2012
4738,38,good time,owl city and carly rae jepsen,2012
4739,39,give your heart a break,demi lovato,2012
4740,40,niggas in paris,jayz and kanye west,2012
4741,41,the one that got away,katy perry,2012
4742,42,feel so close,calvin harris,2012
4743,43,someone like you,adele,2012
4744,44,scream,usher,2012
4745,45,rack city,tyga,2012
4746,46,domino,jessie j,2012
4747,47,gangnam style,psy,2012
4748,48,international love,pitbull featuring chris brown,2012
4749,49,home,phillip phillips,2012
4750,50,without you,david guetta featuring usher,2012
4751,51,ass back home,gym class heroes featuring neon hitch,2012
4752,52,wanted,hunter hayes,2012
4753,53,drunk on you,luke bryan,2012
4754,54,no lie,2 chainz featuring drake,2012
4755,55,want u back,cher lloyd,2012
4756,56,dont wake me up,chris brown,2012
4757,57,dance a,big sean featuring nicki minaj,2012
4758,58,springsteen,eric church,2012
4759,59,brokenhearted,karmin,2012
4760,60,not over you,gavin degraw,2012
4761,61,stereo hearts,gym class heroes featuring adam levine,2012
4762,62,back in time,pitbull,2012
4763,63,work out,j cole,2012
4764,64,rumour has it,adele,2012
4765,65,lets go,calvin harris featuring neyo,2012
4766,66,good girl,carrie underwood,2012
4767,67,pontoon,little big town,2012
4768,68,ho hey,the lumineers,2012
4769,69,paradise,coldplay,2012
4770,70,blown away,carrie underwood,2012
4771,71,rolling in the deep,adele,2012
4772,72,climax,usher,2012
4773,73,work hard play hard,wiz khalifa,2012
4774,74,let me love you until you learn to love yourself,neyo,2012
4775,75,pound the alarm,nicki minaj,2012
4776,76,come over,kenny chesney,2012
4777,77,heart attack,trey songz,2012
4778,78,drank in my cup,kirko bangz,2012
4779,79,birthday cake,rihanna featuring chris brown,2012
4780,80,so good,bob,2012
4781,81,50 ways to say goodbye,train,2012
4782,82,red solo cup,toby keith,2012
4783,83,love you like a love song,selena gomez  the scene,2012
4784,84,turn up the music,chris brown,2012
4785,85,die young,keha,2012
4786,86,5 oclock,tpain featuring wiz khalifa and lily allen,2012
4787,87,a thousand years,christina perri,2012
